Threshold,c1 value,c2 value,c3 value
0.021393,-1,8.4838e-15,1
0.021398,-1,8.5427e-15,1
0.021402,-1,8.6019e-15,1
0.021407,-1,8.6615e-15,1
0.021411,-1,8.7216e-15,1
0.021416,-1,8.782e-15,1
0.02142,-1,8.8429e-15,1
0.021425,-1,8.9042e-15,1
0.02143,-1,8.9659e-15,1
0.021434,-1,9.0281e-15,1
0.021439,-1,9.0907e-15,1
0.021443,-1,9.1537e-15,1
0.021448,-1,9.2171e-15,1
0.021452,-1,9.281e-15,1
0.021457,-1,9.3454e-15,1
0.021462,-1,9.4102e-15,1
0.021466,-1,9.4754e-15,1
0.021471,-1,9.5411e-15,1
0.021475,-1,9.6072e-15,1
0.02148,-1,9.6738e-15,1
0.021485,-1,9.7409e-15,1
0.021489,-1,9.8084e-15,1
0.021494,-1,9.8764e-15,1
0.021498,-1,9.9449e-15,1
0.021503,-1,1.0014e-14,1
0.021508,-1,1.0083e-14,1
0.021512,-1,1.0153e-14,1
0.021517,-1,1.0224e-14,1
0.021522,-1,1.0294e-14,1
0.021526,-1,1.0366e-14,1
0.021531,-1,1.0438e-14,1
0.021535,-1,1.051e-14,1
0.02154,-1,1.0583e-14,1
0.021545,-1,1.0656e-14,1
0.021549,-1,1.073e-14,1
0.021554,-1,1.0804e-14,1
0.021559,-1,1.0879e-14,1
0.021563,-1,1.0955e-14,1
0.021568,-1,1.1031e-14,1
0.021572,-1,1.1107e-14,1
0.021577,-1,1.1184e-14,1
0.021582,-1,1.1262e-14,1
0.021586,-1,1.134e-14,1
0.021591,-1,1.1418e-14,1
0.021596,-1,1.1498e-14,1
0.0216,-1,1.1577e-14,1
0.021605,-1,1.1658e-14,1
0.02161,-1,1.1738e-14,1
0.021614,-1,1.182e-14,1
0.021619,-1,1.1902e-14,1
0.021624,-1,1.1984e-14,1
0.021628,-1,1.2067e-14,1
0.021633,-1,1.2151e-14,1
0.021638,-1,1.2235e-14,1
0.021642,-1,1.232e-14,1
0.021647,-1,1.2405e-14,1
0.021652,-1,1.2491e-14,1
0.021656,-1,1.2578e-14,1
0.021661,-1,1.2665e-14,1
0.021666,-1,1.2753e-14,1
0.02167,-1,1.2841e-14,1
0.021675,-1,1.293e-14,1
0.02168,-1,1.302e-14,1
0.021684,-1,1.311e-14,1
0.021689,-1,1.3201e-14,1
0.021694,-1,1.3293e-14,1
0.021698,-1,1.3385e-14,1
0.021703,-1,1.3478e-14,1
0.021708,-1,1.3571e-14,1
0.021712,-1,1.3665e-14,1
0.021717,-1,1.376e-14,1
0.021722,-1,1.3855e-14,1
0.021727,-1,1.3951e-14,1
0.021731,-1,1.4048e-14,1
0.021736,-1,1.4145e-14,1
0.021741,-1,1.4243e-14,1
0.021745,-1,1.4342e-14,1
0.02175,-1,1.4442e-14,1
0.021755,-1,1.4542e-14,1
0.02176,-1,1.4643e-14,1
0.021764,-1,1.4744e-14,1
0.021769,-1,1.4846e-14,1
0.021774,-1,1.4949e-14,1
0.021778,-1,1.5053e-14,1
0.021783,-1,1.5157e-14,1
0.021788,-1,1.5262e-14,1
0.021793,-1,1.5368e-14,1
0.021797,-1,1.5475e-14,1
0.021802,-1,1.5582e-14,1
0.021807,-1,1.569e-14,1
0.021812,-1,1.5799e-14,1
0.021816,-1,1.5908e-14,1
0.021821,-1,1.6018e-14,1
0.021826,-1,1.6129e-14,1
0.021831,-1,1.6241e-14,1
0.021835,-1,1.6354e-14,1
0.02184,-1,1.6467e-14,1
0.021845,-1,1.6581e-14,1
0.02185,-1,1.6696e-14,1
0.021854,-1,1.6812e-14,1
0.021859,-1,1.6929e-14,1
0.021864,-1,1.7046e-14,1
0.021869,-1,1.7164e-14,1
0.021873,-1,1.7283e-14,1
0.021878,-1,1.7403e-14,1
0.021883,-1,1.7524e-14,1
0.021888,-1,1.7645e-14,1
0.021892,-1,1.7767e-14,1
0.021897,-1,1.7891e-14,1
0.021902,-1,1.8015e-14,1
0.021907,-1,1.814e-14,1
0.021912,-1,1.8265e-14,1
0.021916,-1,1.8392e-14,1
0.021921,-1,1.8519e-14,1
0.021926,-1,1.8648e-14,1
0.021931,-1,1.8777e-14,1
0.021936,-1,1.8907e-14,1
0.02194,-1,1.9038e-14,1
0.021945,-1,1.917e-14,1
0.02195,-1,1.9303e-14,1
0.021955,-1,1.9437e-14,1
0.02196,-1,1.9572e-14,1
0.021964,-1,1.9707e-14,1
0.021969,-1,1.9844e-14,1
0.021974,-1,1.9982e-14,1
0.021979,-1,2.012e-14,1
0.021984,-1,2.026e-14,1
0.021988,-1,2.04e-14,1
0.021993,-1,2.0541e-14,1
0.021998,-1,2.0684e-14,1
0.022003,-1,2.0827e-14,1
0.022008,-1,2.0972e-14,1
0.022013,-1,2.1117e-14,1
0.022017,-1,2.1263e-14,1
0.022022,-1,2.1411e-14,1
0.022027,-1,2.1559e-14,1
0.022032,-1,2.1709e-14,1
0.022037,-1,2.1859e-14,1
0.022042,-1,2.2011e-14,1
0.022046,-1,2.2163e-14,1
0.022051,-1,2.2317e-14,1
0.022056,-1,2.2472e-14,1
0.022061,-1,2.2627e-14,1
0.022066,-1,2.2784e-14,1
0.022071,-1,2.2942e-14,1
0.022076,-1,2.3101e-14,1
0.02208,-1,2.3261e-14,1
0.022085,-1,2.3423e-14,1
0.02209,-1,2.3585e-14,1
0.022095,-1,2.3749e-14,1
0.0221,-1,2.3913e-14,1
0.022105,-1,2.4079e-14,1
0.02211,-1,2.4246e-14,1
0.022114,-1,2.4414e-14,1
0.022119,-1,2.4583e-14,1
0.022124,-1,2.4754e-14,1
0.022129,-1,2.4925e-14,1
0.022134,-1,2.5098e-14,1
0.022139,-1,2.5272e-14,1
0.022144,-1,2.5447e-14,1
0.022149,-1,2.5624e-14,1
0.022154,-1,2.5801e-14,1
0.022158,-1,2.598e-14,1
0.022163,-1,2.616e-14,1
0.022168,-1,2.6342e-14,1
0.022173,-1,2.6524e-14,1
0.022178,-1,2.6708e-14,1
0.022183,-1,2.6893e-14,1
0.022188,-1,2.708e-14,1
0.022193,-1,2.7267e-14,1
0.022198,-1,2.7456e-14,1
0.022203,-1,2.7647e-14,1
0.022207,-1,2.7838e-14,1
0.022212,-1,2.8031e-14,1
0.022217,-1,2.8226e-14,1
0.022222,-1,2.8421e-14,1
0.022227,-1,2.8618e-14,1
0.022232,-1,2.8817e-14,1
0.022237,-1,2.9017e-14,1
0.022242,-1,2.9218e-14,1
0.022247,-1,2.942e-14,1
0.022252,-1,2.9624e-14,1
0.022257,-1,2.983e-14,1
0.022262,-1,3.0036e-14,1
0.022267,-1,3.0245e-14,1
0.022272,-1,3.0454e-14,1
0.022276,-1,3.0665e-14,1
0.022281,-1,3.0878e-14,1
0.022286,-1,3.1092e-14,1
0.022291,-1,3.1308e-14,1
0.022296,-1,3.1525e-14,1
0.022301,-1,3.1743e-14,1
0.022306,-1,3.1963e-14,1
0.022311,-1,3.2185e-14,1
0.022316,-1,3.2408e-14,1
0.022321,-1,3.2633e-14,1
0.022326,-1,3.2859e-14,1
0.022331,-1,3.3087e-14,1
0.022336,-1,3.3316e-14,1
0.022341,-1,3.3547e-14,1
0.022346,-1,3.3779e-14,1
0.022351,-1,3.4014e-14,1
0.022356,-1,3.4249e-14,1
0.022361,-1,3.4487e-14,1
0.022366,-1,3.4726e-14,1
0.022371,-1,3.4967e-14,1
0.022376,-1,3.5209e-14,1
0.022381,-1,3.5453e-14,1
0.022386,-1,3.5699e-14,1
0.022391,-1,3.5946e-14,1
0.022396,-1,3.6196e-14,1
0.022401,-1,3.6447e-14,1
0.022406,-1,3.6699e-14,1
0.022411,-1,3.6954e-14,1
0.022416,-1,3.721e-14,1
0.022421,-1,3.7468e-14,1
0.022426,-1,3.7727e-14,1
0.022431,-1,3.7989e-14,1
0.022436,-1,3.8252e-14,1
0.022441,-1,3.8518e-14,1
0.022446,-1,3.8785e-14,1
0.022451,-1,3.9053e-14,1
0.022456,-1,3.9324e-14,1
0.022461,-1,3.9597e-14,1
0.022466,-1,3.9871e-14,1
0.022471,-1,4.0148e-14,1
0.022476,-1,4.0426e-14,1
0.022481,-1,4.0706e-14,1
0.022486,-1,4.0988e-14,1
0.022491,-1,4.1273e-14,1
0.022496,-1,4.1559e-14,1
0.022501,-1,4.1847e-14,1
0.022506,-1,4.2137e-14,1
0.022511,-1,4.2429e-14,1
0.022516,-1,4.2723e-14,1
0.022522,-1,4.3019e-14,1
0.022527,-1,4.3318e-14,1
0.022532,-1,4.3618e-14,1
0.022537,-1,4.392e-14,1
0.022542,-1,4.4225e-14,1
0.022547,-1,4.4531e-14,1
0.022552,-1,4.484e-14,1
0.022557,-1,4.5151e-14,1
0.022562,-1,4.5464e-14,1
0.022567,-1,4.5779e-14,1
0.022572,-1,4.6096e-14,1
0.022577,-1,4.6416e-14,1
0.022582,-1,4.6738e-14,1
0.022587,-1,4.7062e-14,1
0.022593,-1,4.7388e-14,1
0.022598,-1,4.7716e-14,1
0.022603,-1,4.8047e-14,1
0.022608,-1,4.838e-14,1
0.022613,-1,4.8716e-14,1
0.022618,-1,4.9053e-14,1
0.022623,-1,4.9393e-14,1
0.022628,-1,4.9736e-14,1
0.022633,-1,5.0081e-14,1
0.022638,-1,5.0428e-14,1
0.022643,-1,5.0777e-14,1
0.022649,-1,5.1129e-14,1
0.022654,-1,5.1484e-14,1
0.022659,-1,5.1841e-14,1
0.022664,-1,5.22e-14,1
0.022669,-1,5.2562e-14,1
0.022674,-1,5.2926e-14,1
0.022679,-1,5.3293e-14,1
0.022684,-1,5.3663e-14,1
0.02269,-1,5.4035e-14,1
0.022695,-1,5.4409e-14,1
0.0227,-1,5.4787e-14,1
0.022705,-1,5.5166e-14,1
0.02271,-1,5.5549e-14,1
0.022715,-1,5.5934e-14,1
0.02272,-1,5.6322e-14,1
0.022726,-1,5.6712e-14,1
0.022731,-1,5.7105e-14,1
0.022736,-1,5.7501e-14,1
0.022741,-1,5.79e-14,1
0.022746,-1,5.8301e-14,1
0.022751,-1,5.8705e-14,1
0.022756,-1,5.9112e-14,1
0.022762,-1,5.9522e-14,1
0.022767,-1,5.9935e-14,1
0.022772,-1,6.035e-14,1
0.022777,-1,6.0768e-14,1
0.022782,-1,6.119e-14,1
0.022787,-1,6.1614e-14,1
0.022793,-1,6.2041e-14,1
0.022798,-1,6.2471e-14,1
0.022803,-1,6.2904e-14,1
0.022808,-1,6.334e-14,1
0.022813,-1,6.3779e-14,1
0.022819,-1,6.4222e-14,1
0.022824,-1,6.4667e-14,1
0.022829,-1,6.5115e-14,1
0.022834,-1,6.5566e-14,1
0.022839,-1,6.6021e-14,1
0.022845,-1,6.6479e-14,1
0.02285,-1,6.694e-14,1
0.022855,-1,6.7404e-14,1
0.02286,-1,6.7871e-14,1
0.022865,-1,6.8341e-14,1
0.022871,-1,6.8815e-14,1
0.022876,-1,6.9292e-14,1
0.022881,-1,6.9773e-14,1
0.022886,-1,7.0256e-14,1
0.022891,-1,7.0743e-14,1
0.022897,-1,7.1234e-14,1
0.022902,-1,7.1727e-14,1
0.022907,-1,7.2225e-14,1
0.022912,-1,7.2725e-14,1
0.022918,-1,7.323e-14,1
0.022923,-1,7.3737e-14,1
0.022928,-1,7.4248e-14,1
0.022933,-1,7.4763e-14,1
0.022939,-1,7.5281e-14,1
0.022944,-1,7.5803e-14,1
0.022949,-1,7.6329e-14,1
0.022954,-1,7.6858e-14,1
0.02296,-1,7.7391e-14,1
0.022965,-1,7.7927e-14,1
0.02297,-1,7.8467e-14,1
0.022975,-1,7.9011e-14,1
0.022981,-1,7.9559e-14,1
0.022986,-1,8.0111e-14,1
0.022991,-1,8.0666e-14,1
0.022996,-1,8.1225e-14,1
0.023002,-1,8.1788e-14,1
0.023007,-1,8.2355e-14,1
0.023012,-1,8.2926e-14,1
0.023018,-1,8.3501e-14,1
0.023023,-1,8.408e-14,1
0.023028,-1,8.4663e-14,1
0.023033,-1,8.525e-14,1
0.023039,-1,8.5841e-14,1
0.023044,-1,8.6436e-14,1
0.023049,-1,8.7035e-14,1
0.023055,-1,8.7638e-14,1
0.02306,-1,8.8246e-14,1
0.023065,-1,8.8858e-14,1
0.02307,-1,8.9474e-14,1
0.023076,-1,9.0094e-14,1
0.023081,-1,9.0718e-14,1
0.023086,-1,9.1347e-14,1
0.023092,-1,9.1981e-14,1
0.023097,-1,9.2618e-14,1
0.023102,-1,9.326e-14,1
0.023108,-1,9.3907e-14,1
0.023113,-1,9.4558e-14,1
0.023118,-1,9.5213e-14,1
0.023124,-1,9.5873e-14,1
0.023129,-1,9.6538e-14,1
0.023134,-1,9.7207e-14,1
0.02314,-1,9.7881e-14,1
0.023145,-1,9.856e-14,1
0.02315,-1,9.9243e-14,1
0.023156,-1,9.9931e-14,1
0.023161,-1,1.0062e-13,1
0.023166,-1,1.0132e-13,1
0.023172,-1,1.0202e-13,1
0.023177,-1,1.0273e-13,1
0.023182,-1,1.0344e-13,1
0.023188,-1,1.0416e-13,1
0.023193,-1,1.0488e-13,1
0.023198,-1,1.0561e-13,1
0.023204,-1,1.0634e-13,1
0.023209,-1,1.0708e-13,1
0.023215,-1,1.0782e-13,1
0.02322,-1,1.0857e-13,1
0.023225,-1,1.0932e-13,1
0.023231,-1,1.1008e-13,1
0.023236,-1,1.1084e-13,1
0.023241,-1,1.1161e-13,1
0.023247,-1,1.1238e-13,1
0.023252,-1,1.1316e-13,1
0.023258,-1,1.1395e-13,1
0.023263,-1,1.1474e-13,1
0.023268,-1,1.1553e-13,1
0.023274,-1,1.1633e-13,1
0.023279,-1,1.1714e-13,1
0.023285,-1,1.1795e-13,1
0.02329,-1,1.1877e-13,1
0.023295,-1,1.1959e-13,1
0.023301,-1,1.2042e-13,1
0.023306,-1,1.2126e-13,1
0.023312,-1,1.221e-13,1
0.023317,-1,1.2294e-13,1
0.023322,-1,1.238e-13,1
0.023328,-1,1.2465e-13,1
0.023333,-1,1.2552e-13,1
0.023339,-1,1.2639e-13,1
0.023344,-1,1.2727e-13,1
0.02335,-1,1.2815e-13,1
0.023355,-1,1.2904e-13,1
0.02336,-1,1.2993e-13,1
0.023366,-1,1.3083e-13,1
0.023371,-1,1.3174e-13,1
0.023377,-1,1.3265e-13,1
0.023382,-1,1.3357e-13,1
0.023388,-1,1.345e-13,1
0.023393,-1,1.3543e-13,1
0.023399,-1,1.3637e-13,1
0.023404,-1,1.3731e-13,1
0.02341,-1,1.3827e-13,1
0.023415,-1,1.3922e-13,1
0.02342,-1,1.4019e-13,1
0.023426,-1,1.4116e-13,1
0.023431,-1,1.4214e-13,1
0.023437,-1,1.4313e-13,1
0.023442,-1,1.4412e-13,1
0.023448,-1,1.4512e-13,1
0.023453,-1,1.4612e-13,1
0.023459,-1,1.4714e-13,1
0.023464,-1,1.4816e-13,1
0.02347,-1,1.4918e-13,1
0.023475,-1,1.5022e-13,1
0.023481,-1,1.5126e-13,1
0.023486,-1,1.5231e-13,1
0.023492,-1,1.5336e-13,1
0.023497,-1,1.5443e-13,1
0.023503,-1,1.555e-13,1
0.023508,-1,1.5657e-13,1
0.023514,-1,1.5766e-13,1
0.023519,-1,1.5875e-13,1
0.023525,-1,1.5985e-13,1
0.02353,-1,1.6096e-13,1
0.023536,-1,1.6208e-13,1
0.023541,-1,1.632e-13,1
0.023547,-1,1.6433e-13,1
0.023552,-1,1.6547e-13,1
0.023558,-1,1.6662e-13,1
0.023563,-1,1.6777e-13,1
0.023569,-1,1.6894e-13,1
0.023575,-1,1.7011e-13,1
0.02358,-1,1.7129e-13,1
0.023586,-1,1.7247e-13,1
0.023591,-1,1.7367e-13,1
0.023597,-1,1.7487e-13,1
0.023602,-1,1.7609e-13,1
0.023608,-1,1.7731e-13,1
0.023613,-1,1.7854e-13,1
0.023619,-1,1.7977e-13,1
0.023625,-1,1.8102e-13,1
0.02363,-1,1.8227e-13,1
0.023636,-1,1.8354e-13,1
0.023641,-1,1.8481e-13,1
0.023647,-1,1.8609e-13,1
0.023652,-1,1.8738e-13,1
0.023658,-1,1.8868e-13,1
0.023664,-1,1.8999e-13,1
0.023669,-1,1.9131e-13,1
0.023675,-1,1.9263e-13,1
0.02368,-1,1.9397e-13,1
0.023686,-1,1.9531e-13,1
0.023691,-1,1.9667e-13,1
0.023697,-1,1.9803e-13,1
0.023703,-1,1.994e-13,1
0.023708,-1,2.0078e-13,1
0.023714,-1,2.0218e-13,1
0.023719,-1,2.0358e-13,1
0.023725,-1,2.0499e-13,1
0.023731,-1,2.0641e-13,1
0.023736,-1,2.0784e-13,1
0.023742,-1,2.0928e-13,1
0.023748,-1,2.1073e-13,1
0.023753,-1,2.1219e-13,1
0.023759,-1,2.1366e-13,1
0.023764,-1,2.1515e-13,1
0.02377,-1,2.1664e-13,1
0.023776,-1,2.1814e-13,1
0.023781,-1,2.1965e-13,1
0.023787,-1,2.2117e-13,1
0.023793,-1,2.2271e-13,1
0.023798,-1,2.2425e-13,1
0.023804,-1,2.2581e-13,1
0.02381,-1,2.2737e-13,1
0.023815,-1,2.2895e-13,1
0.023821,-1,2.3053e-13,1
0.023826,-1,2.3213e-13,1
0.023832,-1,2.3374e-13,1
0.023838,-1,2.3536e-13,1
0.023843,-1,2.3699e-13,1
0.023849,-1,2.3864e-13,1
0.023855,-1,2.4029e-13,1
0.02386,-1,2.4196e-13,1
0.023866,-1,2.4363e-13,1
0.023872,-1,2.4532e-13,1
0.023878,-1,2.4702e-13,1
0.023883,-1,2.4874e-13,1
0.023889,-1,2.5046e-13,1
0.023895,-1,2.522e-13,1
0.0239,-1,2.5395e-13,1
0.023906,-1,2.5571e-13,1
0.023912,-1,2.5748e-13,1
0.023917,-1,2.5926e-13,1
0.023923,-1,2.6106e-13,1
0.023929,-1,2.6287e-13,1
0.023934,-1,2.6469e-13,1
0.02394,-1,2.6653e-13,1
0.023946,-1,2.6838e-13,1
0.023952,-1,2.7024e-13,1
0.023957,-1,2.7211e-13,1
0.023963,-1,2.74e-13,1
0.023969,-1,2.759e-13,1
0.023975,-1,2.7781e-13,1
0.02398,-1,2.7973e-13,1
0.023986,-1,2.8167e-13,1
0.023992,-1,2.8363e-13,1
0.023997,-1,2.8559e-13,1
0.024003,-1,2.8757e-13,1
0.024009,-1,2.8957e-13,1
0.024015,-1,2.9157e-13,1
0.02402,-1,2.9359e-13,1
0.024026,-1,2.9563e-13,1
0.024032,-1,2.9768e-13,1
0.024038,-1,2.9974e-13,1
0.024043,-1,3.0182e-13,1
0.024049,-1,3.0391e-13,1
0.024055,-1,3.0602e-13,1
0.024061,-1,3.0814e-13,1
0.024067,-1,3.1028e-13,1
0.024072,-1,3.1243e-13,1
0.024078,-1,3.1459e-13,1
0.024084,-1,3.1677e-13,1
0.02409,-1,3.1897e-13,1
0.024095,-1,3.2118e-13,1
0.024101,-1,3.2341e-13,1
0.024107,-1,3.2565e-13,1
0.024113,-1,3.2791e-13,1
0.024119,-1,3.3018e-13,1
0.024124,-1,3.3247e-13,1
0.02413,-1,3.3477e-13,1
0.024136,-1,3.371e-13,1
0.024142,-1,3.3943e-13,1
0.024148,-1,3.4179e-13,1
0.024153,-1,3.4415e-13,1
0.024159,-1,3.4654e-13,1
0.024165,-1,3.4894e-13,1
0.024171,-1,3.5136e-13,1
0.024177,-1,3.538e-13,1
0.024183,-1,3.5625e-13,1
0.024188,-1,3.5872e-13,1
0.024194,-1,3.6121e-13,1
0.0242,-1,3.6371e-13,1
0.024206,-1,3.6623e-13,1
0.024212,-1,3.6877e-13,1
0.024218,-1,3.7133e-13,1
0.024223,-1,3.739e-13,1
0.024229,-1,3.7649e-13,1
0.024235,-1,3.791e-13,1
0.024241,-1,3.8173e-13,1
0.024247,-1,3.8438e-13,1
0.024253,-1,3.8704e-13,1
0.024259,-1,3.8973e-13,1
0.024264,-1,3.9243e-13,1
0.02427,-1,3.9515e-13,1
0.024276,-1,3.9789e-13,1
0.024282,-1,4.0065e-13,1
0.024288,-1,4.0342e-13,1
0.024294,-1,4.0622e-13,1
0.0243,-1,4.0904e-13,1
0.024306,-1,4.1187e-13,1
0.024311,-1,4.1473e-13,1
0.024317,-1,4.176e-13,1
0.024323,-1,4.205e-13,1
0.024329,-1,4.2341e-13,1
0.024335,-1,4.2635e-13,1
0.024341,-1,4.293e-13,1
0.024347,-1,4.3228e-13,1
0.024353,-1,4.3528e-13,1
0.024359,-1,4.3829e-13,1
0.024365,-1,4.4133e-13,1
0.02437,-1,4.4439e-13,1
0.024376,-1,4.4747e-13,1
0.024382,-1,4.5057e-13,1
0.024388,-1,4.537e-13,1
0.024394,-1,4.5684e-13,1
0.0244,-1,4.6001e-13,1
0.024406,-1,4.632e-13,1
0.024412,-1,4.6641e-13,1
0.024418,-1,4.6964e-13,1
0.024424,-1,4.729e-13,1
0.02443,-1,4.7618e-13,1
0.024436,-1,4.7948e-13,1
0.024442,-1,4.828e-13,1
0.024448,-1,4.8615e-13,1
0.024454,-1,4.8952e-13,1
0.02446,-1,4.9291e-13,1
0.024466,-1,4.9633e-13,1
0.024472,-1,4.9977e-13,1
0.024478,-1,5.0323e-13,1
0.024483,-1,5.0672e-13,1
0.024489,-1,5.1024e-13,1
0.024495,-1,5.1377e-13,1
0.024501,-1,5.1733e-13,1
0.024507,-1,5.2092e-13,1
0.024513,-1,5.2453e-13,1
0.024519,-1,5.2817e-13,1
0.024525,-1,5.3183e-13,1
0.024531,-1,5.3552e-13,1
0.024537,-1,5.3923e-13,1
0.024543,-1,5.4297e-13,1
0.024549,-1,5.4673e-13,1
0.024555,-1,5.5052e-13,1
0.024561,-1,5.5434e-13,1
0.024567,-1,5.5818e-13,1
0.024573,-1,5.6205e-13,1
0.024579,-1,5.6595e-13,1
0.024585,-1,5.6987e-13,1
0.024591,-1,5.7382e-13,1
0.024598,-1,5.778e-13,1
0.024604,-1,5.818e-13,1
0.02461,-1,5.8584e-13,1
0.024616,-1,5.899e-13,1
0.024622,-1,5.9399e-13,1
0.024628,-1,5.9811e-13,1
0.024634,-1,6.0225e-13,1
0.02464,-1,6.0643e-13,1
0.024646,-1,6.1063e-13,1
0.024652,-1,6.1486e-13,1
0.024658,-1,6.1913e-13,1
0.024664,-1,6.2342e-13,1
0.02467,-1,6.2774e-13,1
0.024676,-1,6.3209e-13,1
0.024682,-1,6.3647e-13,1
0.024688,-1,6.4089e-13,1
0.024694,-1,6.4533e-13,1
0.0247,-1,6.498e-13,1
0.024707,-1,6.5431e-13,1
0.024713,-1,6.5884e-13,1
0.024719,-1,6.6341e-13,1
0.024725,-1,6.6801e-13,1
0.024731,-1,6.7264e-13,1
0.024737,-1,6.773e-13,1
0.024743,-1,6.82e-13,1
0.024749,-1,6.8673e-13,1
0.024755,-1,6.9149e-13,1
0.024761,-1,6.9628e-13,1
0.024768,-1,7.0111e-13,1
0.024774,-1,7.0597e-13,1
0.02478,-1,7.1086e-13,1
0.024786,-1,7.1579e-13,1
0.024792,-1,7.2075e-13,1
0.024798,-1,7.2575e-13,1
0.024804,-1,7.3078e-13,1
0.02481,-1,7.3585e-13,1
0.024817,-1,7.4095e-13,1
0.024823,-1,7.4608e-13,1
0.024829,-1,7.5126e-13,1
0.024835,-1,7.5646e-13,1
0.024841,-1,7.6171e-13,1
0.024847,-1,7.6699e-13,1
0.024853,-1,7.723e-13,1
0.02486,-1,7.7766e-13,1
0.024866,-1,7.8305e-13,1
0.024872,-1,7.8848e-13,1
0.024878,-1,7.9394e-13,1
0.024884,-1,7.9945e-13,1
0.02489,-1,8.0499e-13,1
0.024897,-1,8.1057e-13,1
0.024903,-1,8.1619e-13,1
0.024909,-1,8.2185e-13,1
0.024915,-1,8.2755e-13,1
0.024921,-1,8.3328e-13,1
0.024928,-1,8.3906e-13,1
0.024934,-1,8.4488e-13,1
0.02494,-1,8.5073e-13,1
0.024946,-1,8.5663e-13,1
0.024952,-1,8.6257e-13,1
0.024959,-1,8.6855e-13,1
0.024965,-1,8.7457e-13,1
0.024971,-1,8.8063e-13,1
0.024977,-1,8.8674e-13,1
0.024983,-1,8.9288e-13,1
0.02499,-1,8.9907e-13,1
0.024996,-1,9.0531e-13,1
0.025002,-1,9.1158e-13,1
0.025008,-1,9.179e-13,1
0.025015,-1,9.2427e-13,1
0.025021,-1,9.3067e-13,1
0.025027,-1,9.3712e-13,1
0.025033,-1,9.4362e-13,1
0.02504,-1,9.5016e-13,1
0.025046,-1,9.5675e-13,1
0.025052,-1,9.6338e-13,1
0.025058,-1,9.7006e-13,1
0.025065,-1,9.7678e-13,1
0.025071,-1,9.8356e-13,1
0.025077,-1,9.9037e-13,1
0.025083,-1,9.9724e-13,1
0.02509,-1,1.0042e-12,1
0.025096,-1,1.0111e-12,1
0.025102,-1,1.0181e-12,1
0.025108,-1,1.0252e-12,1
0.025115,-1,1.0323e-12,1
0.025121,-1,1.0394e-12,1
0.025127,-1,1.0467e-12,1
0.025134,-1,1.0539e-12,1
0.02514,-1,1.0612e-12,1
0.025146,-1,1.0686e-12,1
0.025152,-1,1.076e-12,1
0.025159,-1,1.0834e-12,1
0.025165,-1,1.0909e-12,1
0.025171,-1,1.0985e-12,1
0.025178,-1,1.1061e-12,1
0.025184,-1,1.1138e-12,1
0.02519,-1,1.1215e-12,1
0.025197,-1,1.1293e-12,1
0.025203,-1,1.1371e-12,1
0.025209,-1,1.145e-12,1
0.025216,-1,1.1529e-12,1
0.025222,-1,1.1609e-12,1
0.025228,-1,1.169e-12,1
0.025235,-1,1.1771e-12,1
0.025241,-1,1.1852e-12,1
0.025247,-1,1.1935e-12,1
0.025254,-1,1.2017e-12,1
0.02526,-1,1.2101e-12,1
0.025267,-1,1.2185e-12,1
0.025273,-1,1.2269e-12,1
0.025279,-1,1.2354e-12,1
0.025286,-1,1.244e-12,1
0.025292,-1,1.2526e-12,1
0.025298,-1,1.2613e-12,1
0.025305,-1,1.27e-12,1
0.025311,-1,1.2788e-12,1
0.025318,-1,1.2877e-12,1
0.025324,-1,1.2966e-12,1
0.02533,-1,1.3056e-12,1
0.025337,-1,1.3147e-12,1
0.025343,-1,1.3238e-12,1
0.025349,-1,1.3329e-12,1
0.025356,-1,1.3422e-12,1
0.025362,-1,1.3515e-12,1
0.025369,-1,1.3609e-12,1
0.025375,-1,1.3703e-12,1
0.025382,-1,1.3798e-12,1
0.025388,-1,1.3894e-12,1
0.025394,-1,1.399e-12,1
0.025401,-1,1.4087e-12,1
0.025407,-1,1.4185e-12,1
0.025414,-1,1.4283e-12,1
0.02542,-1,1.4382e-12,1
0.025427,-1,1.4482e-12,1
0.025433,-1,1.4582e-12,1
0.025439,-1,1.4683e-12,1
0.025446,-1,1.4785e-12,1
0.025452,-1,1.4887e-12,1
0.025459,-1,1.4991e-12,1
0.025465,-1,1.5094e-12,1
0.025472,-1,1.5199e-12,1
0.025478,-1,1.5304e-12,1
0.025485,-1,1.5411e-12,1
0.025491,-1,1.5517e-12,1
0.025498,-1,1.5625e-12,1
0.025504,-1,1.5733e-12,1
0.025511,-1,1.5842e-12,1
0.025517,-1,1.5952e-12,1
0.025524,-1,1.6063e-12,1
0.02553,-1,1.6174e-12,1
0.025537,-1,1.6286e-12,1
0.025543,-1,1.6399e-12,1
0.02555,-1,1.6513e-12,1
0.025556,-1,1.6627e-12,1
0.025563,-1,1.6743e-12,1
0.025569,-1,1.6859e-12,1
0.025576,-1,1.6976e-12,1
0.025582,-1,1.7093e-12,1
0.025589,-1,1.7212e-12,1
0.025595,-1,1.7331e-12,1
0.025602,-1,1.7451e-12,1
0.025608,-1,1.7572e-12,1
0.025615,-1,1.7694e-12,1
0.025621,-1,1.7817e-12,1
0.025628,-1,1.794e-12,1
0.025634,-1,1.8064e-12,1
0.025641,-1,1.819e-12,1
0.025648,-1,1.8316e-12,1
0.025654,-1,1.8443e-12,1
