Threshold,c1 value,c2 value,c3 value
0.012531,-1,9.4754e-25,1
0.012532,-1,9.5411e-25,1
0.012534,-1,9.6072e-25,1
0.012535,-1,9.6738e-25,1
0.012537,-1,9.7409e-25,1
0.012539,-1,9.8084e-25,1
0.01254,-1,9.8764e-25,1
0.012542,-1,9.9449e-25,1
0.012543,-1,1.0014e-24,1
0.012545,-1,1.0083e-24,1
0.012546,-1,1.0153e-24,1
0.012548,-1,1.0224e-24,1
0.01255,-1,1.0294e-24,1
0.012551,-1,1.0366e-24,1
0.012553,-1,1.0438e-24,1
0.012554,-1,1.051e-24,1
0.012556,-1,1.0583e-24,1
0.012557,-1,1.0656e-24,1
0.012559,-1,1.073e-24,1
0.012561,-1,1.0804e-24,1
0.012562,-1,1.0879e-24,1
0.012564,-1,1.0955e-24,1
0.012565,-1,1.1031e-24,1
0.012567,-1,1.1107e-24,1
0.012568,-1,1.1184e-24,1
0.01257,-1,1.1262e-24,1
0.012572,-1,1.134e-24,1
0.012573,-1,1.1418e-24,1
0.012575,-1,1.1498e-24,1
0.012576,-1,1.1577e-24,1
0.012578,-1,1.1658e-24,1
0.012579,-1,1.1738e-24,1
0.012581,-1,1.182e-24,1
0.012583,-1,1.1902e-24,1
0.012584,-1,1.1984e-24,1
0.012586,-1,1.2067e-24,1
0.012587,-1,1.2151e-24,1
0.012589,-1,1.2235e-24,1
0.01259,-1,1.232e-24,1
0.012592,-1,1.2405e-24,1
0.012594,-1,1.2491e-24,1
0.012595,-1,1.2578e-24,1
0.012597,-1,1.2665e-24,1
0.012598,-1,1.2753e-24,1
0.0126,-1,1.2841e-24,1
0.012602,-1,1.293e-24,1
0.012603,-1,1.302e-24,1
0.012605,-1,1.311e-24,1
0.012606,-1,1.3201e-24,1
0.012608,-1,1.3293e-24,1
0.012609,-1,1.3385e-24,1
0.012611,-1,1.3478e-24,1
0.012613,-1,1.3571e-24,1
0.012614,-1,1.3665e-24,1
0.012616,-1,1.376e-24,1
0.012617,-1,1.3855e-24,1
0.012619,-1,1.3951e-24,1
0.012621,-1,1.4048e-24,1
0.012622,-1,1.4145e-24,1
0.012624,-1,1.4243e-24,1
0.012625,-1,1.4342e-24,1
0.012627,-1,1.4442e-24,1
0.012628,-1,1.4542e-24,1
0.01263,-1,1.4643e-24,1
0.012632,-1,1.4744e-24,1
0.012633,-1,1.4846e-24,1
0.012635,-1,1.4949e-24,1
0.012636,-1,1.5053e-24,1
0.012638,-1,1.5157e-24,1
0.01264,-1,1.5262e-24,1
0.012641,-1,1.5368e-24,1
0.012643,-1,1.5475e-24,1
0.012644,-1,1.5582e-24,1
0.012646,-1,1.569e-24,1
0.012648,-1,1.5799e-24,1
0.012649,-1,1.5908e-24,1
0.012651,-1,1.6018e-24,1
0.012652,-1,1.6129e-24,1
0.012654,-1,1.6241e-24,1
0.012656,-1,1.6354e-24,1
0.012657,-1,1.6467e-24,1
0.012659,-1,1.6581e-24,1
0.01266,-1,1.6696e-24,1
0.012662,-1,1.6812e-24,1
0.012664,-1,1.6929e-24,1
0.012665,-1,1.7046e-24,1
0.012667,-1,1.7164e-24,1
0.012668,-1,1.7283e-24,1
0.01267,-1,1.7403e-24,1
0.012672,-1,1.7524e-24,1
0.012673,-1,1.7645e-24,1
0.012675,-1,1.7767e-24,1
0.012676,-1,1.7891e-24,1
0.012678,-1,1.8015e-24,1
0.01268,-1,1.814e-24,1
0.012681,-1,1.8265e-24,1
0.012683,-1,1.8392e-24,1
0.012684,-1,1.8519e-24,1
0.012686,-1,1.8648e-24,1
0.012688,-1,1.8777e-24,1
0.012689,-1,1.8907e-24,1
0.012691,-1,1.9038e-24,1
0.012692,-1,1.917e-24,1
0.012694,-1,1.9303e-24,1
0.012696,-1,1.9437e-24,1
0.012697,-1,1.9572e-24,1
0.012699,-1,1.9707e-24,1
0.0127,-1,1.9844e-24,1
0.012702,-1,1.9982e-24,1
0.012704,-1,2.012e-24,1
0.012705,-1,2.026e-24,1
0.012707,-1,2.04e-24,1
0.012708,-1,2.0541e-24,1
0.01271,-1,2.0684e-24,1
0.012712,-1,2.0827e-24,1
0.012713,-1,2.0972e-24,1
0.012715,-1,2.1117e-24,1
0.012717,-1,2.1263e-24,1
0.012718,-1,2.1411e-24,1
0.01272,-1,2.1559e-24,1
0.012721,-1,2.1709e-24,1
0.012723,-1,2.1859e-24,1
0.012725,-1,2.2011e-24,1
0.012726,-1,2.2163e-24,1
0.012728,-1,2.2317e-24,1
0.012729,-1,2.2472e-24,1
0.012731,-1,2.2627e-24,1
0.012733,-1,2.2784e-24,1
0.012734,-1,2.2942e-24,1
0.012736,-1,2.3101e-24,1
0.012738,-1,2.3261e-24,1
0.012739,-1,2.3423e-24,1
0.012741,-1,2.3585e-24,1
0.012742,-1,2.3749e-24,1
0.012744,-1,2.3913e-24,1
0.012746,-1,2.4079e-24,1
0.012747,-1,2.4246e-24,1
0.012749,-1,2.4414e-24,1
0.01275,-1,2.4583e-24,1
0.012752,-1,2.4754e-24,1
0.012754,-1,2.4925e-24,1
0.012755,-1,2.5098e-24,1
0.012757,-1,2.5272e-24,1
0.012759,-1,2.5447e-24,1
0.01276,-1,2.5624e-24,1
0.012762,-1,2.5801e-24,1
0.012763,-1,2.598e-24,1
0.012765,-1,2.616e-24,1
0.012767,-1,2.6342e-24,1
0.012768,-1,2.6524e-24,1
0.01277,-1,2.6708e-24,1
0.012772,-1,2.6893e-24,1
0.012773,-1,2.708e-24,1
0.012775,-1,2.7267e-24,1
0.012776,-1,2.7456e-24,1
0.012778,-1,2.7647e-24,1
0.01278,-1,2.7838e-24,1
0.012781,-1,2.8031e-24,1
0.012783,-1,2.8226e-24,1
0.012785,-1,2.8421e-24,1
0.012786,-1,2.8618e-24,1
0.012788,-1,2.8817e-24,1
0.012789,-1,2.9017e-24,1
0.012791,-1,2.9218e-24,1
0.012793,-1,2.942e-24,1
0.012794,-1,2.9624e-24,1
0.012796,-1,2.983e-24,1
0.012798,-1,3.0036e-24,1
0.012799,-1,3.0245e-24,1
0.012801,-1,3.0454e-24,1
0.012803,-1,3.0665e-24,1
0.012804,-1,3.0878e-24,1
0.012806,-1,3.1092e-24,1
0.012807,-1,3.1308e-24,1
0.012809,-1,3.1525e-24,1
0.012811,-1,3.1743e-24,1
0.012812,-1,3.1963e-24,1
0.012814,-1,3.2185e-24,1
0.012816,-1,3.2408e-24,1
0.012817,-1,3.2633e-24,1
0.012819,-1,3.2859e-24,1
0.012821,-1,3.3087e-24,1
0.012822,-1,3.3316e-24,1
0.012824,-1,3.3547e-24,1
0.012825,-1,3.3779e-24,1
0.012827,-1,3.4014e-24,1
0.012829,-1,3.4249e-24,1
0.01283,-1,3.4487e-24,1
0.012832,-1,3.4726e-24,1
0.012834,-1,3.4967e-24,1
0.012835,-1,3.5209e-24,1
0.012837,-1,3.5453e-24,1
0.012839,-1,3.5699e-24,1
0.01284,-1,3.5946e-24,1
0.012842,-1,3.6196e-24,1
0.012843,-1,3.6447e-24,1
0.012845,-1,3.6699e-24,1
0.012847,-1,3.6954e-24,1
0.012848,-1,3.721e-24,1
0.01285,-1,3.7468e-24,1
0.012852,-1,3.7727e-24,1
0.012853,-1,3.7989e-24,1
0.012855,-1,3.8252e-24,1
0.012857,-1,3.8518e-24,1
0.012858,-1,3.8785e-24,1
0.01286,-1,3.9053e-24,1
0.012862,-1,3.9324e-24,1
0.012863,-1,3.9597e-24,1
0.012865,-1,3.9871e-24,1
0.012867,-1,4.0148e-24,1
0.012868,-1,4.0426e-24,1
0.01287,-1,4.0706e-24,1
0.012871,-1,4.0988e-24,1
0.012873,-1,4.1273e-24,1
0.012875,-1,4.1559e-24,1
0.012876,-1,4.1847e-24,1
0.012878,-1,4.2137e-24,1
0.01288,-1,4.2429e-24,1
0.012881,-1,4.2723e-24,1
0.012883,-1,4.3019e-24,1
0.012885,-1,4.3318e-24,1
0.012886,-1,4.3618e-24,1
0.012888,-1,4.392e-24,1
0.01289,-1,4.4225e-24,1
0.012891,-1,4.4531e-24,1
0.012893,-1,4.484e-24,1
0.012895,-1,4.5151e-24,1
0.012896,-1,4.5464e-24,1
0.012898,-1,4.5779e-24,1
0.0129,-1,4.6096e-24,1
0.012901,-1,4.6416e-24,1
0.012903,-1,4.6738e-24,1
0.012905,-1,4.7062e-24,1
0.012906,-1,4.7388e-24,1
0.012908,-1,4.7716e-24,1
0.01291,-1,4.8047e-24,1
0.012911,-1,4.838e-24,1
0.012913,-1,4.8716e-24,1
0.012915,-1,4.9053e-24,1
0.012916,-1,4.9393e-24,1
0.012918,-1,4.9736e-24,1
0.01292,-1,5.0081e-24,1
0.012921,-1,5.0428e-24,1
0.012923,-1,5.0777e-24,1
0.012925,-1,5.1129e-24,1
0.012926,-1,5.1484e-24,1
0.012928,-1,5.1841e-24,1
0.01293,-1,5.22e-24,1
0.012931,-1,5.2562e-24,1
0.012933,-1,5.2926e-24,1
0.012935,-1,5.3293e-24,1
0.012936,-1,5.3663e-24,1
0.012938,-1,5.4035e-24,1
0.01294,-1,5.4409e-24,1
0.012941,-1,5.4787e-24,1
0.012943,-1,5.5166e-24,1
0.012945,-1,5.5549e-24,1
0.012946,-1,5.5934e-24,1
0.012948,-1,5.6322e-24,1
0.01295,-1,5.6712e-24,1
0.012951,-1,5.7105e-24,1
0.012953,-1,5.7501e-24,1
0.012955,-1,5.79e-24,1
0.012956,-1,5.8301e-24,1
0.012958,-1,5.8705e-24,1
0.01296,-1,5.9112e-24,1
0.012961,-1,5.9522e-24,1
0.012963,-1,5.9935e-24,1
0.012965,-1,6.035e-24,1
0.012966,-1,6.0768e-24,1
0.012968,-1,6.119e-24,1
0.01297,-1,6.1614e-24,1
0.012971,-1,6.2041e-24,1
0.012973,-1,6.2471e-24,1
0.012975,-1,6.2904e-24,1
0.012976,-1,6.334e-24,1
0.012978,-1,6.3779e-24,1
0.01298,-1,6.4222e-24,1
0.012981,-1,6.4667e-24,1
0.012983,-1,6.5115e-24,1
0.012985,-1,6.5566e-24,1
0.012986,-1,6.6021e-24,1
0.012988,-1,6.6479e-24,1
0.01299,-1,6.694e-24,1
0.012991,-1,6.7404e-24,1
0.012993,-1,6.7871e-24,1
0.012995,-1,6.8341e-24,1
0.012997,-1,6.8815e-24,1
0.012998,-1,6.9292e-24,1
0.013,-1,6.9773e-24,1
0.013002,-1,7.0256e-24,1
0.013003,-1,7.0743e-24,1
0.013005,-1,7.1234e-24,1
0.013007,-1,7.1727e-24,1
0.013008,-1,7.2225e-24,1
0.01301,-1,7.2725e-24,1
0.013012,-1,7.323e-24,1
0.013013,-1,7.3737e-24,1
0.013015,-1,7.4248e-24,1
0.013017,-1,7.4763e-24,1
0.013018,-1,7.5281e-24,1
0.01302,-1,7.5803e-24,1
0.013022,-1,7.6329e-24,1
0.013024,-1,7.6858e-24,1
0.013025,-1,7.7391e-24,1
0.013027,-1,7.7927e-24,1
0.013029,-1,7.8467e-24,1
0.01303,-1,7.9011e-24,1
0.013032,-1,7.9559e-24,1
0.013034,-1,8.0111e-24,1
0.013035,-1,8.0666e-24,1
0.013037,-1,8.1225e-24,1
0.013039,-1,8.1788e-24,1
0.01304,-1,8.2355e-24,1
0.013042,-1,8.2926e-24,1
0.013044,-1,8.3501e-24,1
0.013046,-1,8.408e-24,1
0.013047,-1,8.4663e-24,1
0.013049,-1,8.525e-24,1
0.013051,-1,8.5841e-24,1
0.013052,-1,8.6436e-24,1
0.013054,-1,8.7035e-24,1
0.013056,-1,8.7638e-24,1
0.013057,-1,8.8246e-24,1
0.013059,-1,8.8858e-24,1
0.013061,-1,8.9474e-24,1
0.013063,-1,9.0094e-24,1
0.013064,-1,9.0718e-24,1
0.013066,-1,9.1347e-24,1
0.013068,-1,9.1981e-24,1
0.013069,-1,9.2618e-24,1
0.013071,-1,9.326e-24,1
0.013073,-1,9.3907e-24,1
0.013074,-1,9.4558e-24,1
0.013076,-1,9.5213e-24,1
0.013078,-1,9.5873e-24,1
0.01308,-1,9.6538e-24,1
0.013081,-1,9.7207e-24,1
0.013083,-1,9.7881e-24,1
0.013085,-1,9.856e-24,1
0.013086,-1,9.9243e-24,1
0.013088,-1,9.9931e-24,1
0.01309,-1,1.0062e-23,1
0.013092,-1,1.0132e-23,1
0.013093,-1,1.0202e-23,1
0.013095,-1,1.0273e-23,1
0.013097,-1,1.0344e-23,1
0.013098,-1,1.0416e-23,1
0.0131,-1,1.0488e-23,1
0.013102,-1,1.0561e-23,1
0.013103,-1,1.0634e-23,1
0.013105,-1,1.0708e-23,1
0.013107,-1,1.0782e-23,1
0.013109,-1,1.0857e-23,1
0.01311,-1,1.0932e-23,1
0.013112,-1,1.1008e-23,1
0.013114,-1,1.1084e-23,1
0.013115,-1,1.1161e-23,1
0.013117,-1,1.1238e-23,1
0.013119,-1,1.1316e-23,1
0.013121,-1,1.1395e-23,1
0.013122,-1,1.1474e-23,1
0.013124,-1,1.1553e-23,1
0.013126,-1,1.1633e-23,1
0.013127,-1,1.1714e-23,1
0.013129,-1,1.1795e-23,1
0.013131,-1,1.1877e-23,1
0.013133,-1,1.1959e-23,1
0.013134,-1,1.2042e-23,1
0.013136,-1,1.2126e-23,1
0.013138,-1,1.221e-23,1
0.01314,-1,1.2294e-23,1
0.013141,-1,1.238e-23,1
0.013143,-1,1.2465e-23,1
0.013145,-1,1.2552e-23,1
0.013146,-1,1.2639e-23,1
0.013148,-1,1.2727e-23,1
0.01315,-1,1.2815e-23,1
0.013152,-1,1.2904e-23,1
0.013153,-1,1.2993e-23,1
0.013155,-1,1.3083e-23,1
0.013157,-1,1.3174e-23,1
0.013158,-1,1.3265e-23,1
0.01316,-1,1.3357e-23,1
0.013162,-1,1.345e-23,1
0.013164,-1,1.3543e-23,1
0.013165,-1,1.3637e-23,1
0.013167,-1,1.3731e-23,1
0.013169,-1,1.3827e-23,1
0.013171,-1,1.3922e-23,1
0.013172,-1,1.4019e-23,1
0.013174,-1,1.4116e-23,1
0.013176,-1,1.4214e-23,1
0.013177,-1,1.4313e-23,1
0.013179,-1,1.4412e-23,1
0.013181,-1,1.4512e-23,1
0.013183,-1,1.4612e-23,1
0.013184,-1,1.4714e-23,1
0.013186,-1,1.4816e-23,1
0.013188,-1,1.4918e-23,1
0.01319,-1,1.5022e-23,1
0.013191,-1,1.5126e-23,1
0.013193,-1,1.5231e-23,1
0.013195,-1,1.5336e-23,1
0.013197,-1,1.5443e-23,1
0.013198,-1,1.555e-23,1
0.0132,-1,1.5657e-23,1
0.013202,-1,1.5766e-23,1
0.013203,-1,1.5875e-23,1
0.013205,-1,1.5985e-23,1
0.013207,-1,1.6096e-23,1
0.013209,-1,1.6208e-23,1
0.01321,-1,1.632e-23,1
0.013212,-1,1.6433e-23,1
0.013214,-1,1.6547e-23,1
0.013216,-1,1.6662e-23,1
0.013217,-1,1.6777e-23,1
0.013219,-1,1.6894e-23,1
0.013221,-1,1.7011e-23,1
0.013223,-1,1.7129e-23,1
0.013224,-1,1.7247e-23,1
0.013226,-1,1.7367e-23,1
0.013228,-1,1.7487e-23,1
0.01323,-1,1.7609e-23,1
0.013231,-1,1.7731e-23,1
0.013233,-1,1.7854e-23,1
0.013235,-1,1.7977e-23,1
0.013237,-1,1.8102e-23,1
0.013238,-1,1.8227e-23,1
0.01324,-1,1.8354e-23,1
0.013242,-1,1.8481e-23,1
0.013244,-1,1.8609e-23,1
0.013245,-1,1.8738e-23,1
0.013247,-1,1.8868e-23,1
0.013249,-1,1.8999e-23,1
0.013251,-1,1.9131e-23,1
0.013252,-1,1.9263e-23,1
0.013254,-1,1.9397e-23,1
0.013256,-1,1.9531e-23,1
0.013258,-1,1.9667e-23,1
0.013259,-1,1.9803e-23,1
0.013261,-1,1.994e-23,1
0.013263,-1,2.0078e-23,1
0.013265,-1,2.0218e-23,1
0.013266,-1,2.0358e-23,1
0.013268,-1,2.0499e-23,1
0.01327,-1,2.0641e-23,1
0.013272,-1,2.0784e-23,1
0.013273,-1,2.0928e-23,1
0.013275,-1,2.1073e-23,1
0.013277,-1,2.1219e-23,1
0.013279,-1,2.1366e-23,1
0.01328,-1,2.1515e-23,1
0.013282,-1,2.1664e-23,1
0.013284,-1,2.1814e-23,1
0.013286,-1,2.1965e-23,1
0.013287,-1,2.2117e-23,1
0.013289,-1,2.2271e-23,1
0.013291,-1,2.2425e-23,1
0.013293,-1,2.2581e-23,1
0.013294,-1,2.2737e-23,1
0.013296,-1,2.2895e-23,1
0.013298,-1,2.3053e-23,1
0.0133,-1,2.3213e-23,1
0.013302,-1,2.3374e-23,1
0.013303,-1,2.3536e-23,1
0.013305,-1,2.3699e-23,1
0.013307,-1,2.3864e-23,1
0.013309,-1,2.4029e-23,1
0.01331,-1,2.4196e-23,1
0.013312,-1,2.4363e-23,1
0.013314,-1,2.4532e-23,1
0.013316,-1,2.4702e-23,1
0.013317,-1,2.4874e-23,1
0.013319,-1,2.5046e-23,1
0.013321,-1,2.522e-23,1
0.013323,-1,2.5395e-23,1
0.013324,-1,2.5571e-23,1
0.013326,-1,2.5748e-23,1
0.013328,-1,2.5926e-23,1
0.01333,-1,2.6106e-23,1
0.013332,-1,2.6287e-23,1
0.013333,-1,2.6469e-23,1
0.013335,-1,2.6653e-23,1
0.013337,-1,2.6838e-23,1
0.013339,-1,2.7024e-23,1
0.01334,-1,2.7211e-23,1
0.013342,-1,2.74e-23,1
0.013344,-1,2.759e-23,1
0.013346,-1,2.7781e-23,1
0.013348,-1,2.7973e-23,1
0.013349,-1,2.8167e-23,1
0.013351,-1,2.8363e-23,1
0.013353,-1,2.8559e-23,1
0.013355,-1,2.8757e-23,1
0.013356,-1,2.8957e-23,1
0.013358,-1,2.9157e-23,1
0.01336,-1,2.9359e-23,1
0.013362,-1,2.9563e-23,1
0.013364,-1,2.9768e-23,1
0.013365,-1,2.9974e-23,1
0.013367,-1,3.0182e-23,1
0.013369,-1,3.0391e-23,1
0.013371,-1,3.0602e-23,1
0.013372,-1,3.0814e-23,1
0.013374,-1,3.1028e-23,1
0.013376,-1,3.1243e-23,1
0.013378,-1,3.1459e-23,1
0.01338,-1,3.1677e-23,1
0.013381,-1,3.1897e-23,1
0.013383,-1,3.2118e-23,1
0.013385,-1,3.2341e-23,1
0.013387,-1,3.2565e-23,1
0.013388,-1,3.2791e-23,1
0.01339,-1,3.3018e-23,1
0.013392,-1,3.3247e-23,1
0.013394,-1,3.3477e-23,1
0.013396,-1,3.371e-23,1
0.013397,-1,3.3943e-23,1
0.013399,-1,3.4179e-23,1
0.013401,-1,3.4415e-23,1
0.013403,-1,3.4654e-23,1
0.013405,-1,3.4894e-23,1
0.013406,-1,3.5136e-23,1
0.013408,-1,3.538e-23,1
0.01341,-1,3.5625e-23,1
0.013412,-1,3.5872e-23,1
0.013414,-1,3.6121e-23,1
0.013415,-1,3.6371e-23,1
0.013417,-1,3.6623e-23,1
0.013419,-1,3.6877e-23,1
0.013421,-1,3.7133e-23,1
0.013423,-1,3.739e-23,1
0.013424,-1,3.7649e-23,1
0.013426,-1,3.791e-23,1
0.013428,-1,3.8173e-23,1
0.01343,-1,3.8438e-23,1
0.013431,-1,3.8704e-23,1
0.013433,-1,3.8973e-23,1
0.013435,-1,3.9243e-23,1
0.013437,-1,3.9515e-23,1
0.013439,-1,3.9789e-23,1
0.01344,-1,4.0065e-23,1
0.013442,-1,4.0342e-23,1
0.013444,-1,4.0622e-23,1
0.013446,-1,4.0904e-23,1
0.013448,-1,4.1187e-23,1
0.01345,-1,4.1473e-23,1
0.013451,-1,4.176e-23,1
0.013453,-1,4.205e-23,1
0.013455,-1,4.2341e-23,1
0.013457,-1,4.2635e-23,1
0.013459,-1,4.293e-23,1
0.01346,-1,4.3228e-23,1
0.013462,-1,4.3528e-23,1
0.013464,-1,4.3829e-23,1
0.013466,-1,4.4133e-23,1
0.013468,-1,4.4439e-23,1
0.013469,-1,4.4747e-23,1
0.013471,-1,4.5057e-23,1
0.013473,-1,4.537e-23,1
0.013475,-1,4.5684e-23,1
0.013477,-1,4.6001e-23,1
0.013478,-1,4.632e-23,1
0.01348,-1,4.6641e-23,1
0.013482,-1,4.6964e-23,1
0.013484,-1,4.729e-23,1
0.013486,-1,4.7618e-23,1
0.013487,-1,4.7948e-23,1
0.013489,-1,4.828e-23,1
0.013491,-1,4.8615e-23,1
0.013493,-1,4.8952e-23,1
0.013495,-1,4.9291e-23,1
0.013497,-1,4.9633e-23,1
0.013498,-1,4.9977e-23,1
0.0135,-1,5.0323e-23,1
0.013502,-1,5.0672e-23,1
0.013504,-1,5.1024e-23,1
0.013506,-1,5.1377e-23,1
0.013507,-1,5.1733e-23,1
0.013509,-1,5.2092e-23,1
0.013511,-1,5.2453e-23,1
0.013513,-1,5.2817e-23,1
0.013515,-1,5.3183e-23,1
0.013517,-1,5.3552e-23,1
0.013518,-1,5.3923e-23,1
0.01352,-1,5.4297e-23,1
0.013522,-1,5.4673e-23,1
0.013524,-1,5.5052e-23,1
0.013526,-1,5.5434e-23,1
0.013527,-1,5.5818e-23,1
0.013529,-1,5.6205e-23,1
0.013531,-1,5.6595e-23,1
0.013533,-1,5.6987e-23,1
0.013535,-1,5.7382e-23,1
0.013537,-1,5.778e-23,1
0.013538,-1,5.818e-23,1
0.01354,-1,5.8584e-23,1
0.013542,-1,5.899e-23,1
0.013544,-1,5.9399e-23,1
0.013546,-1,5.9811e-23,1
0.013548,-1,6.0225e-23,1
0.013549,-1,6.0643e-23,1
0.013551,-1,6.1063e-23,1
0.013553,-1,6.1486e-23,1
0.013555,-1,6.1913e-23,1
0.013557,-1,6.2342e-23,1
0.013559,-1,6.2774e-23,1
0.01356,-1,6.3209e-23,1
0.013562,-1,6.3647e-23,1
0.013564,-1,6.4089e-23,1
0.013566,-1,6.4533e-23,1
0.013568,-1,6.498e-23,1
0.01357,-1,6.5431e-23,1
0.013571,-1,6.5884e-23,1
0.013573,-1,6.6341e-23,1
0.013575,-1,6.6801e-23,1
0.013577,-1,6.7264e-23,1
0.013579,-1,6.773e-23,1
0.013581,-1,6.82e-23,1
0.013582,-1,6.8673e-23,1
0.013584,-1,6.9149e-23,1
0.013586,-1,6.9628e-23,1
0.013588,-1,7.0111e-23,1
0.01359,-1,7.0597e-23,1
0.013592,-1,7.1086e-23,1
0.013593,-1,7.1579e-23,1
0.013595,-1,7.2075e-23,1
0.013597,-1,7.2575e-23,1
0.013599,-1,7.3078e-23,1
0.013601,-1,7.3585e-23,1
0.013603,-1,7.4095e-23,1
0.013605,-1,7.4608e-23,1
0.013606,-1,7.5126e-23,1
0.013608,-1,7.5646e-23,1
0.01361,-1,7.6171e-23,1
0.013612,-1,7.6699e-23,1
0.013614,-1,7.723e-23,1
0.013616,-1,7.7766e-23,1
0.013617,-1,7.8305e-23,1
0.013619,-1,7.8848e-23,1
0.013621,-1,7.9394e-23,1
0.013623,-1,7.9945e-23,1
0.013625,-1,8.0499e-23,1
0.013627,-1,8.1057e-23,1
0.013629,-1,8.1619e-23,1
0.01363,-1,8.2185e-23,1
0.013632,-1,8.2755e-23,1
0.013634,-1,8.3328e-23,1
0.013636,-1,8.3906e-23,1
0.013638,-1,8.4488e-23,1
0.01364,-1,8.5073e-23,1
0.013642,-1,8.5663e-23,1
0.013643,-1,8.6257e-23,1
0.013645,-1,8.6855e-23,1
0.013647,-1,8.7457e-23,1
0.013649,-1,8.8063e-23,1
0.013651,-1,8.8674e-23,1
0.013653,-1,8.9288e-23,1
0.013655,-1,8.9907e-23,1
0.013656,-1,9.0531e-23,1
0.013658,-1,9.1158e-23,1
0.01366,-1,9.179e-23,1
0.013662,-1,9.2427e-23,1
0.013664,-1,9.3067e-23,1
0.013666,-1,9.3712e-23,1
0.013668,-1,9.4362e-23,1
0.013669,-1,9.5016e-23,1
0.013671,-1,9.5675e-23,1
0.013673,-1,9.6338e-23,1
0.013675,-1,9.7006e-23,1
0.013677,-1,9.7678e-23,1
0.013679,-1,9.8356e-23,1
0.013681,-1,9.9037e-23,1
0.013682,-1,9.9724e-23,1
0.013684,-1,1.0042e-22,1
0.013686,-1,1.0111e-22,1
0.013688,-1,1.0181e-22,1
0.01369,-1,1.0252e-22,1
0.013692,-1,1.0323e-22,1
0.013694,-1,1.0394e-22,1
0.013696,-1,1.0467e-22,1
0.013697,-1,1.0539e-22,1
0.013699,-1,1.0612e-22,1
0.013701,-1,1.0686e-22,1
0.013703,-1,1.076e-22,1
0.013705,-1,1.0834e-22,1
0.013707,-1,1.0909e-22,1
0.013709,-1,1.0985e-22,1
0.01371,-1,1.1061e-22,1
0.013712,-1,1.1138e-22,1
0.013714,-1,1.1215e-22,1
0.013716,-1,1.1293e-22,1
0.013718,-1,1.1371e-22,1
0.01372,-1,1.145e-22,1
0.013722,-1,1.1529e-22,1
0.013724,-1,1.1609e-22,1
0.013725,-1,1.169e-22,1
0.013727,-1,1.1771e-22,1
0.013729,-1,1.1852e-22,1
0.013731,-1,1.1935e-22,1
0.013733,-1,1.2017e-22,1
0.013735,-1,1.2101e-22,1
0.013737,-1,1.2185e-22,1
0.013739,-1,1.2269e-22,1
0.013741,-1,1.2354e-22,1
0.013742,-1,1.244e-22,1
0.013744,-1,1.2526e-22,1
0.013746,-1,1.2613e-22,1
0.013748,-1,1.27e-22,1
0.01375,-1,1.2788e-22,1
0.013752,-1,1.2877e-22,1
0.013754,-1,1.2966e-22,1
0.013756,-1,1.3056e-22,1
0.013757,-1,1.3147e-22,1
0.013759,-1,1.3238e-22,1
0.013761,-1,1.3329e-22,1
0.013763,-1,1.3422e-22,1
0.013765,-1,1.3515e-22,1
0.013767,-1,1.3609e-22,1
0.013769,-1,1.3703e-22,1
0.013771,-1,1.3798e-22,1
0.013773,-1,1.3894e-22,1
0.013774,-1,1.399e-22,1
0.013776,-1,1.4087e-22,1
0.013778,-1,1.4185e-22,1
0.01378,-1,1.4283e-22,1
0.013782,-1,1.4382e-22,1
0.013784,-1,1.4482e-22,1
0.013786,-1,1.4582e-22,1
0.013788,-1,1.4683e-22,1
0.01379,-1,1.4785e-22,1
0.013792,-1,1.4887e-22,1
0.013793,-1,1.4991e-22,1
0.013795,-1,1.5094e-22,1
0.013797,-1,1.5199e-22,1
0.013799,-1,1.5304e-22,1
0.013801,-1,1.5411e-22,1
0.013803,-1,1.5517e-22,1
0.013805,-1,1.5625e-22,1
0.013807,-1,1.5733e-22,1
0.013809,-1,1.5842e-22,1
0.013811,-1,1.5952e-22,1
0.013812,-1,1.6063e-22,1
0.013814,-1,1.6174e-22,1
0.013816,-1,1.6286e-22,1
0.013818,-1,1.6399e-22,1
0.01382,-1,1.6513e-22,1
0.013822,-1,1.6627e-22,1
0.013824,-1,1.6743e-22,1
0.013826,-1,1.6859e-22,1
0.013828,-1,1.6976e-22,1
0.01383,-1,1.7093e-22,1
0.013831,-1,1.7212e-22,1
0.013833,-1,1.7331e-22,1
0.013835,-1,1.7451e-22,1
0.013837,-1,1.7572e-22,1
0.013839,-1,1.7694e-22,1
0.013841,-1,1.7817e-22,1
0.013843,-1,1.794e-22,1
0.013845,-1,1.8064e-22,1
0.013847,-1,1.819e-22,1
0.013849,-1,1.8316e-22,1
0.013851,-1,1.8443e-22,1
0.013852,-1,1.8571e-22,1
0.013854,-1,1.8699e-22,1
0.013856,-1,1.8829e-22,1
0.013858,-1,1.896e-22,1
0.01386,-1,1.9091e-22,1
0.013862,-1,1.9223e-22,1
0.013864,-1,1.9357e-22,1
0.013866,-1,1.9491e-22,1
0.013868,-1,1.9626e-22,1
0.01387,-1,1.9762e-22,1
0.013872,-1,1.9899e-22,1
0.013874,-1,2.0037e-22,1
0.013875,-1,2.0176e-22,1
0.013877,-1,2.0316e-22,1
0.013879,-1,2.0456e-22,1
0.013881,-1,2.0598e-22,1
